OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	ActivityTypeCode	ActivityMediaName	ActivityMediaSubdivisionName	ActivityStartDate	ActivityStartTime/Time	ActivityStartTime/TimeZoneCode	ActivityEndDate	ActivityEndTime/Time	ActivityEndTime/TimeZoneCode	ActivityRelativeDepthName	ActivityDepthHeightMeasure/MeasureValue	ActivityDepthHeightMeasure/MeasureUnitCode	ActivityDepthAltitudeReferencePointText	ActivityTopDepthHeightMeasure/MeasureValue	ActivityTopDepthHeightMeasure/MeasureUnitCode	ActivityBottomDepthHeightMeasure/MeasureValue	ActivityBottomDepthHeightMeasure/MeasureUnitCode	ProjectIdentifier	ActivityConductingOrganizationText	MonitoringLocationIdentifier	ActivityCommentText	SampleAquifer	HydrologicCondition	HydrologicEvent	ActivityLocation/LatitudeMeasure	ActivityLocation/LongitudeMeasure	ActivityLocation/SourceMapScaleNumeric	ActivityLocation/HorizontalAccuracyMeasure/MeasureValue	ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode	ActivityLocation/HorizontalCollectionMethodName	ActivityLocation/HorizontalCoordinateReferenceSystemDatumName	AssemblageSampledName	CollectionDuration/MeasureValue	CollectionDuration/MeasureUnitCode	SamplingComponentName	SamplingComponentPlaceInSeriesNumeric	ReachLengthMeasure/MeasureValue	ReachLengthMeasure/MeasureUnitCode	ReachWidthMeasure/MeasureValue	ReachWidthMeasure/MeasureUnitCode	PassCount	NetTypeName	NetSurfaceAreaMeasure/MeasureValue	NetSurfaceAreaMeasure/MeasureUnitCode	NetMeshSizeMeasure/MeasureValue	NetMeshSizeMeasure/MeasureUnitCode	BoatSpeedMeasure/MeasureValue	BoatSpeedMeasure/MeasureUnitCode	CurrentSpeedMeasure/MeasureValue	CurrentSpeedMeasure/MeasureUnitCode	ToxicityTestType	SampleCollectionMethod/MethodIdentifier	SampleCollectionMethod/MethodIdentifierContext	SampleCollectionMethod/MethodName	SampleCollectionMethod/MethodQualifierTypeName	SampleCollectionMethod/MethodDescriptionText	SampleCollectionEquipmentName	SampleCollectionMethod/SampleCollectionEquipmentCommentText	SamplePreparationMethod/MethodIdentifier	SamplePreparationMethod/MethodIdentifierContext	SamplePreparationMethod/MethodName	SamplePreparationMethod/MethodQualifierTypeName	SamplePreparationMethod/MethodDescriptionText	SampleContainerTypeName	SampleContainerColorName	ChemicalPreservativeUsedName	ThermalPreservativeUsedName	SampleTransportStorageDescription	BinaryObjectFileName	BinaryObjectFileTypeCode	ActivityFileUrl	ActivityMetricUrl	ActivityGroupUrl	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-KCP180710:FM:PS:PH:	Field Msr/Obs	Water		2018-07-10	09:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-KCP					20.7274340000	-156.4500770000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB190110:FM:PS:TS:	Field Msr/Obs	Water		2019-01-10	07:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA190423:FM:PS:DO:	Field Msr/Obs	Water		2019-04-23	09:32:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO200128:FM:PS:PH:	Field Msr/Obs	Water		2020-01-28	08:44:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON181214:FM:WB:	Field Msr/Obs	Water		2018-12-14	08:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RON					21.0040560000	-156.6589400000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON190201:FM:WB:	Field Msr/Obs	Water		2019-02-01	08:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RON					21.0040560000	-156.6589400000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NHP181206:FM:WB:	Field Msr/Obs	Water		2018-12-06	08:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NHP					20.7964140000	-156.5031980000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKP180405:FM:WB:	Field Msr/Obs	Water		2018-04-05	08:42:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NKP					20.7949360000	-156.4855870000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV190111:FM:PS:PH:	Field Msr/Obs	Water		2019-01-11	09:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKV					20.9765610000	-156.6780000000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB180605:FM:WB:	Field Msr/Obs	Water		2018-06-05	10:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RCB					20.9103470000	-156.6893820000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKC200702:FM:PS:DO:	Field Msr/Obs	Water		2020-07-02	09:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NKC					20.7814030000	-156.4631760000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF190828:FM:PS:TS:	Field Msr/Obs	Water		2019-08-28	08:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON200110:FM:WB:	Field Msr/Obs	Water		2020-01-10	08:29:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RON					21.0040560000	-156.6589400000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RFS171006:SR:WB:	Sample-Routine	Water		2017-10-06	09:35:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RFS					20.9989240000	-156.6667460000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKO200731:FM:PS:DO:	Field Msr/Obs	Water		2020-07-31	09:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKO					20.9820740000	-156.6733980000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV171117:FM:PS:PH:	Field Msr/Obs	Water		2017-11-17	10:38:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKV					20.9765610000	-156.6780000000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF170419:FM:WB:	Field Msr/Obs	Water		2017-04-19	10:25:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OSF					20.8091600000	-156.6228900000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MON180307:FM:PS:DO:	Field Msr/Obs	Water		2018-03-07	08:58:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-MON					20.6398660000	-156.4474060000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160727:FM:PS:DO:	Field Msr/Obs	Water		2016-07-27	07:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-KKS181218:FM:WB:	Field Msr/Obs	Water		2018-12-18	08:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-KKS					20.7473340000	-156.4578810000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RHL200731:SR:WB:	Sample-Routine	Water		2020-07-31	08:00:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RHL					21.0130580000	-156.6383400000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP200109:FM:PS:DO:	Field Msr/Obs	Water		2020-01-09	08:21:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM180607:FM:WB:	Field Msr/Obs	Water		2018-06-07	07:57:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-KCP171107:SR:WB:	Sample-Routine	Water		2017-11-07	09:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-KCP					20.7274340000	-156.4500770000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-KCP191119:SR:WB:	Sample-Routine	Water		2019-11-19	09:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-KCP					20.7274340000	-156.4500770000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MAN191016:FM:WB:	Field Msr/Obs	Water		2019-10-16	09:04:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-MAN					20.6183660000	-156.4375720000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160906:FM:PS:DO:	Field Msr/Obs	Water		2016-09-06	08:54:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT161116:SR:WB:	Sample-Routine	Water		2016-11-16	09:06:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKO171208:FM:PS:DO:	Field Msr/Obs	Water		2017-12-08	10:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKO					20.9820740000	-156.6733980000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKO201112:FM:WB:	Field Msr/Obs	Water		2020-11-12	09:06:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKO					20.9820740000	-156.6733980000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS170328:SR:WB:	Sample-Routine	Water		2017-03-28	08:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKS					20.9493310000	-156.6911240000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB180809:FM:PS:PH:	Field Msr/Obs	Water		2018-08-09	08:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NMP180802:FM:PS:DO:	Field Msr/Obs	Water		2018-08-02	09:39:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NMP					20.7748940000	-156.4607760000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB170713:FM:PS:TS:	Field Msr/Obs	Water		2017-07-13	08:14:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MAN190227:FM:WB:	Field Msr/Obs	Water		2019-02-27	09:04:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-MAN					20.6183660000	-156.4375720000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO170822:FM:WB:	Field Msr/Obs	Water		2017-08-22	08:21:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO190312:FM:PS:TS:	Field Msr/Obs	Water		2019-03-12	08:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MML181114:FM:PS:PH:	Field Msr/Obs	Water		2018-11-14	07:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-MML					20.6539130000	-156.4411740000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RFS170825:FM:PS:DO:	Field Msr/Obs	Water		2017-08-25	09:38:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RFS					20.9989240000	-156.6667460000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NHP190905:FM:WB:	Field Msr/Obs	Water		2019-09-05	08:25:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NHP					20.7964140000	-156.5031980000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO180222:FM:PS:DO:	Field Msr/Obs	Water		2018-02-22	07:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKC190228:FM:PS:TS:	Field Msr/Obs	Water		2019-02-28	09:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NKC					20.7814030000	-156.4631760000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB161213:FM:PS:TS:	Field Msr/Obs	Water		2016-12-13	08:24:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF190717:FM:PS:DO:	Field Msr/Obs	Water		2019-07-17	08:09:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS190716:SR:WB:	Sample-Routine	Water		2019-07-16	09:04:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKS					20.9493310000	-156.6911240000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170711:FM:PS:PH:	Field Msr/Obs	Water		2017-07-11	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-KKS200721:FM:PS:TS:	Field Msr/Obs	Water		2020-07-21	08:48:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-KKS					20.7473340000	-156.4578810000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKN190611:FM:PS:DO:	Field Msr/Obs	Water		2019-06-11	07:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NKN					20.7651320000	-156.4593440000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NMP180503:SR:WB:	Sample-Routine	Water		2018-05-03	09:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NMP					20.7748940000	-156.4607760000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH190918:FM:PS:DO:	Field Msr/Obs	Water		2019-09-18	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA181009:FM:WB:	Field Msr/Obs	Water		2018-10-09	09:42:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NMC200116:SR:WB:	Sample-Routine	Water		2020-01-16	07:59:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NMC					20.7949170000	-156.5067350000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RFS201001:SR:WB:	Sample-Routine	Water		2020-10-01	08:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RFS					20.9989240000	-156.6667460000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV190405:FM:PS:PH:	Field Msr/Obs	Water		2019-04-05	09:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKV					20.9765610000	-156.6780000000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF160921:FM:PS:DO:	Field Msr/Obs	Water		2016-09-21	09:36:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OSF					20.8091600000	-156.6228900000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MON180221:FM:WB:	Field Msr/Obs	Water		2018-02-21	08:56:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-MON					20.6398660000	-156.4474060000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM180920:FM:PS:DO:	Field Msr/Obs	Water		2018-09-20	07:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO200709:FM:PS:PH:	Field Msr/Obs	Water		2020-07-09	07:35:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF171025:FM:PS:TS:	Field Msr/Obs	Water		2017-10-25	08:22:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160906:SR:WB:	Sample-Routine	Water		2016-09-06	08:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-KKS180731:SR:WB:	Sample-Routine	Water		2018-07-31	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-KKS					20.7473340000	-156.4578810000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-KKS171107:FM:PS:PH:	Field Msr/Obs	Water		2017-11-07	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-KKS					20.7473340000	-156.4578810000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB180809:SR:WB:	Sample-Routine	Water		2018-08-09	08:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB180628:FM:PS:PH:	Field Msr/Obs	Water		2018-06-28	08:01:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO191203:SR:WB:	Sample-Routine	Water		2019-12-03	08:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NHP190321:FM:PS:DO:	Field Msr/Obs	Water		2019-03-21	08:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NHP					20.7964140000	-156.5031980000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB161004:FM:WB:	Field Msr/Obs	Water		2016-10-04	08:35:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RCB					20.9103470000	-156.6893820000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161006:FM:PS:PH:	Field Msr/Obs	Water		2016-10-06	07:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKC200206:FM:WB:	Field Msr/Obs	Water		2020-02-06	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-NKC					20.7814030000	-156.4631760000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS181009:SR:WB:	Sample-Routine	Water		2018-10-09	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKS					20.9493310000	-156.6911240000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF201111:SR:WB:	Sample-Routine	Water		2020-11-11	08:11:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160823:SR:WB:	Sample-Routine	Water		2016-08-23	08:08:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB180315:FM:PS:DO:	Field Msr/Obs	Water		2018-03-15	08:14:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MMB201104:FM:PS:PH:	Field Msr/Obs	Water		2020-11-04	08:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-MMB					20.6455980000	-156.4438590000																															Probe/Sensor	HACH PHC101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-WKD200703:FM:PS:TS:	Field Msr/Obs	Water		2020-07-03	08:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-WKD					20.7022140000	-156.4459210000																															Probe/Sensor	HACH CDC401																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RHL190222:FM:PS:DO:	Field Msr/Obs	Water		2019-02-22	07:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RHL					21.0130580000	-156.6383400000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RFN180223:FM:WB:	Field Msr/Obs	Water		2018-02-23	08:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RFN					21.0050000000	-156.6508400000																															Water Bottle	HACH 2100Q																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB180628:SR:WB:	Sample-Routine	Water		2018-06-28	08:01:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Water Bottle																	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB170601:FM:PS:DO:	Field Msr/Obs	Water		2017-06-01	08:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH LDO101																STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO181127:FM:PS:DO:	Field Msr/Obs	Water		2018-11-27	08:43:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Probe/Sensor	HACH LDO101																STORET
