OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	ActivityTypeCode	ActivityMediaName	ActivityMediaSubdivisionName	ActivityStartDate	ActivityStartTime/Time	ActivityStartTime/TimeZoneCode	ActivityEndDate	ActivityEndTime/Time	ActivityEndTime/TimeZoneCode	ActivityRelativeDepthName	ActivityDepthHeightMeasure/MeasureValue	ActivityDepthHeightMeasure/MeasureUnitCode	ActivityDepthAltitudeReferencePointText	ActivityTopDepthHeightMeasure/MeasureValue	ActivityTopDepthHeightMeasure/MeasureUnitCode	ActivityBottomDepthHeightMeasure/MeasureValue	ActivityBottomDepthHeightMeasure/MeasureUnitCode	ProjectIdentifier	ActivityConductingOrganizationText	MonitoringLocationIdentifier	ActivityCommentText	SampleAquifer	HydrologicCondition	HydrologicEvent	ActivityLocation/LatitudeMeasure	ActivityLocation/LongitudeMeasure	ActivityLocation/SourceMapScaleNumeric	ActivityLocation/HorizontalAccuracyMeasure/MeasureValue	ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode	ActivityLocation/HorizontalCollectionMethodName	ActivityLocation/HorizontalCoordinateReferenceSystemDatumName	AssemblageSampledName	CollectionDuration/MeasureValue	CollectionDuration/MeasureUnitCode	SamplingComponentName	SamplingComponentPlaceInSeriesNumeric	ReachLengthMeasure/MeasureValue	ReachLengthMeasure/MeasureUnitCode	ReachWidthMeasure/MeasureValue	ReachWidthMeasure/MeasureUnitCode	PassCount	NetTypeName	NetSurfaceAreaMeasure/MeasureValue	NetSurfaceAreaMeasure/MeasureUnitCode	NetMeshSizeMeasure/MeasureValue	NetMeshSizeMeasure/MeasureUnitCode	BoatSpeedMeasure/MeasureValue	BoatSpeedMeasure/MeasureUnitCode	CurrentSpeedMeasure/MeasureValue	CurrentSpeedMeasure/MeasureUnitCode	ToxicityTestType	SampleCollectionMethod/MethodIdentifier	SampleCollectionMethod/MethodIdentifierContext	SampleCollectionMethod/MethodName	SampleCollectionMethod/MethodQualifierTypeName	SampleCollectionMethod/MethodDescriptionText	SampleCollectionEquipmentName	SampleCollectionMethod/SampleCollectionEquipmentCommentText	SamplePreparationMethod/MethodIdentifier	SamplePreparationMethod/MethodIdentifierContext	SamplePreparationMethod/MethodName	SamplePreparationMethod/MethodQualifierTypeName	SamplePreparationMethod/MethodDescriptionText	SampleContainerTypeName	SampleContainerColorName	ChemicalPreservativeUsedName	ThermalPreservativeUsedName	SampleTransportStorageDescription	DataLoggerLine	ResultDetectionConditionText	MethodSpecificationName	CharacteristicName	ResultSampleFractionText	ResultMeasureValue	ResultMeasure/MeasureUnitCode	MeasureQualifierCode	ResultStatusIdentifier	StatisticalBaseCode	ResultValueTypeName	ResultWeightBasisText	ResultTimeBasisText	ResultTemperatureBasisText	ResultParticleSizeBasisText	PrecisionValue	DataQuality/BiasValue	ConfidenceIntervalValue	UpperConfidenceLimitValue	LowerConfidenceLimitValue	ResultCommentText	USGSPCode	ResultDepthHeightMeasure/MeasureValue	ResultDepthHeightMeasure/MeasureUnitCode	ResultDepthAltitudeReferencePointText	ResultSamplingPointName	BiologicalIntentName	BiologicalIndividualIdentifier	SubjectTaxonomicName	UnidentifiedSpeciesIdentifier	SampleTissueAnatomyName	GroupSummaryCountWeight/MeasureValue	GroupSummaryCountWeight/MeasureUnitCode	CellFormName	CellShapeName	HabitName	VoltismName	TaxonomicPollutionTolerance	TaxonomicPollutionToleranceScaleText	TrophicLevelName	FunctionalFeedingGroupName	TaxonomicDetailsCitation/ResourceTitleName	TaxonomicDetailsCitation/ResourceCreatorName	TaxonomicDetailsCitation/ResourceSubjectText	TaxonomicDetailsCitation/ResourcePublisherName	TaxonomicDetailsCitation/ResourceDate	TaxonomicDetailsCitation/ResourceIdentifier	FrequencyClassDescriptorCode	FrequencyClassDescriptorUnitCode	LowerClassBoundValue	UpperClassBoundValue	ResultAnalyticalMethod/MethodIdentifier	ResultAnalyticalMethod/MethodIdentifierContext	ResultAnalyticalMethod/MethodName	ResultAnalyticalMethod/MethodQualifierTypeName	MethodDescriptionText	LaboratoryName	AnalysisStartDate	AnalysisStartTime/Time	AnalysisStartTime/TimeZoneCode	AnalysisEndDate	AnalysisEndTime/Time	AnalysisEndTime/TimeZoneCode	ResultLaboratoryCommentCode	ResultLaboratoryCommentText	DetectionQuantitationLimitTypeName	DetectionQuantitationLimitMeasure/MeasureValue	DetectionQuantitationLimitMeasure/MeasureUnitCode	LaboratoryAccreditationIndicator	LaboratoryAccreditationAuthorityName	TaxonomistAccreditationIndicator	TaxonomistAccreditationAuthorityName	LabSamplePreparationMethod/MethodIdentifier	LabSamplePreparationMethod/MethodIdentifierContext	LabSamplePreparationMethod/MethodName	LabSamplePreparationMethod/MethodQualifierTypeName	LabSamplePreparationMethod/MethodDescriptionText	PreparationStartDate	PreparationStartTime/Time	PreparationStartTime/TimeZoneCode	PreparationEndDate	PreparationEndTime/Time	PreparationEndTime/TimeZoneCode	SubstitutionDilutionFactorNumeric	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB161115:FM:PS:DO:	Field Msr/Obs	Water		2016-11-15	08:29:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		96.2	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161103:FM:PS:TS:	Field Msr/Obs	Water		2016-11-03	07:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Probe/Sensor	HACH CDC401														Temperature, water		24.9	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160616:FM:PS:DO:	Field Msr/Obs	Water		2016-06-16	09:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		7.10	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161117:SR:WB:	Sample-Routine	Water		2016-11-17	07:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Water Bottle														as P	Total Phosphorus, mixed forms	Filtered, field	5.05	ug/l		Final		Actual																																									4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO160922:FM:PS:DO:	Field Msr/Obs	Water		2016-09-22	07:52:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		98.6	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF161130:SR:WB:	Sample-Routine	Water		2016-11-30	08:24:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Water Bottle														as P	Total Phosphorus, mixed forms	Filtered, field	9.69	ug/l		Final		Actual																																									4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO170309:FM:PS:PH:	Field Msr/Obs	Water		2017-03-09	07:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH PHC101														pH		8.09	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO161006:FM:PS:TS:	Field Msr/Obs	Water		2016-10-06	07:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Probe/Sensor	HACH CDC401														Salinity		34.9	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM160630:FM:PS:PH:	Field Msr/Obs	Water		2016-06-30	08:00:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Probe/Sensor	HACH PHC101														pH		8.01	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH160615:FM:PS:TS:	Field Msr/Obs	Water		2016-06-15	08:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Probe/Sensor	HACH CDC401														Salinity		28.1	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB160616:FM:PS:TS:	Field Msr/Obs	Water		2016-06-16	09:17:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH CDC401														Temperature, water		25.2	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB160714:FM:PS:TS:	Field Msr/Obs	Water		2016-07-14	09:00:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH CDC401														Salinity		37.2	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160712:SR:WB:	Sample-Routine	Water		2016-07-12	08:16:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Water Bottle														as N	Ammonium	Filtered, field	1.58	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OSF161130:FM:PS:PH:	Field Msr/Obs	Water		2016-11-30	10:25:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OSF					20.8091600000	-156.6228900000																															Probe/Sensor	HACH PHC101														pH		8.13	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM170105:SR:WB:	Sample-Routine	Water		2017-01-05	07:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle														as P	Total Phosphorus, mixed forms	Filtered, field	9.68	ug/l		Final		Actual																																									4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO170330:SR:WB:	Sample-Routine	Water		2017-03-30	07:42:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OCO					20.8098600000	-156.6136900000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	62.05	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160616:SR:WB:	Sample-Routine	Water		2016-06-16	09:40:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	66.16	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB160628:FM:PS:TS:	Field Msr/Obs	Water		2016-06-28	08:46:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RCB					20.9103470000	-156.6893820000																															Probe/Sensor	HACH CDC401														Temperature, water		26.6	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH161102:FM:WB:	Field Msr/Obs	Water		2016-11-02	08:56:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Water Bottle	HACH 2100Q														Turbidity		12.70	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF161214:FM:PS:TS:	Field Msr/Obs	Water		2016-12-14	08:16:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Probe/Sensor	HACH CDC401														Temperature, water		24.2	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB170126:SR:WB:	Sample-Routine	Water		2017-01-26	08:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	7.03	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM160616:SR:WB:	Sample-Routine	Water		2016-06-16	08:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle														as P	Orthophosphate	Filtered, field	7.28	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO161101:FM:WB:	Field Msr/Obs	Water		2016-11-01	07:44:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Water Bottle	HACH 2100Q														Turbidity		7.83	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP170215:SR:WB:	Sample-Routine	Water		2017-02-15	09:47:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OLP					20.8423600000	-156.6530350000																															Water Bottle														as P	Orthophosphate	Filtered, field	6.24	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT160907:FM:PS:PH:	Field Msr/Obs	Water		2016-09-07	08:19:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Probe/Sensor	HACH PHC101														pH		8.01	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP161116:FM:PS:TS:	Field Msr/Obs	Water		2016-11-16	09:52:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OLP					20.8423600000	-156.6530350000																															Probe/Sensor	HACH CDC401														Salinity		34.7	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP160907:SR:WB:	Sample-Routine	Water		2016-09-07	09:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OLP					20.8423600000	-156.6530350000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	3.11	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170307:FM:PS:DO:	Field Msr/Obs	Water		2017-03-07	08:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Probe/Sensor	HACH LDO101														Dissolved oxygen (DO)		6.70	mg/l		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB161103:SR:WB:	Sample-Routine	Water		2016-11-03	08:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Water Bottle														as P	Orthophosphate	Filtered, field	4.53	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM160714:FM:WB:	Field Msr/Obs	Water		2016-07-14	07:38:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Water Bottle	HACH 2100Q														Turbidity		1.07	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT160727:FM:WB:	Field Msr/Obs	Water		2016-07-27	08:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Water Bottle	HACH 2100Q														Turbidity		3.70	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160908:FM:PS:TS:	Field Msr/Obs	Water		2016-09-08	08:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Probe/Sensor	HACH CDC401														Temperature, water		26.2	deg C		Final		Actual																																									2550	APHA	Temperature of Water by Thermometer																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT160629:FM:PS:TS:	Field Msr/Obs	Water		2016-06-29	08:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Probe/Sensor	HACH CDC401														Salinity		28.9	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS170328:FM:WB:	Field Msr/Obs	Water		2017-03-28	08:28:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKS					20.9493310000	-156.6911240000																															Water Bottle	HACH 2100Q														Turbidity		5.24	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM160811:SR:WB:	Sample-Routine	Water		2016-08-11	08:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	74.31	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM161201:SR:WB:	Sample-Routine	Water		2016-12-01	08:00:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OMM					20.8091500000	-156.6066100000																															Water Bottle															Silicate	Filtered, field	272.05	ug/l		Final		Actual																																									366	USEPA	Silicate by Colorimetry		https://www.nemi.gov/methods/method_summary/4661/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160824:FM:WB:	Field Msr/Obs	Water		2016-08-24	07:32:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PFF					20.8673200000	-156.6760500000																															Water Bottle	HACH 2100Q														Turbidity		4.43	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161117:SR:WB:	Sample-Routine	Water		2016-11-17	07:45:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPM					20.8084440000	-156.6196970000																															Water Bottle														as N	Total Nitrogen, mixed forms	Filtered, field	62.87	ug/l		Final		Actual																																									4500-N	APHA	4500 N ~ 4500-N Nitrogen																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB161215:SR:WB:	Sample-Routine	Water		2016-12-15	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Water Bottle															Silicate	Filtered, field	80.26	ug/l		Final		Actual																																									366	USEPA	Silicate by Colorimetry		https://www.nemi.gov/methods/method_summary/4661/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB170309:FM:PS:DO:	Field Msr/Obs	Water		2017-03-09	08:15:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OUB					20.7944800000	-156.5814200000																															Probe/Sensor	HACH LDO101														Dissolved oxygen saturation		98.6	%		Final		Actual																																									8157	HACH	Dissolved Oxygen in Water																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170124:FM:WB:	Field Msr/Obs	Water		2017-01-24	08:29:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Water Bottle	HACH 2100Q														Turbidity		4.08	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP161201:SR:WB:	Sample-Routine	Water		2016-12-01	09:05:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPP					20.7927470000	-156.5673260000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	2.60	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160920:FM:WB:	Field Msr/Obs	Water		2016-09-20	08:30:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Water Bottle	HACH 2100Q														Turbidity		3.19	NTU		Final		Actual																																									180.1	USEPA	Turbidity by Nephelometry		https://www.nemi.gov/methods/method_summary/5217/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RCB170103:SR:WB:	Sample-Routine	Water		2017-01-03	09:55:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RCB					20.9103470000	-156.6893820000																															Water Bottle														as P	Orthophosphate	Filtered, field	7.73	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS160726:SR:WB:	Sample-Routine	Water		2016-07-26	07:50:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RKS					20.9493310000	-156.6911240000																															Water Bottle														as P	Orthophosphate	Filtered, field	6.41	ug/l		Final		Actual																																									365.5	USEPA	Orthophosphate in Water by Colorimetry		https://www.nemi.gov/methods/method_summary/7231/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH160824:SR:WB:	Sample-Routine	Water		2016-08-24	08:20:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLH					20.8648500000	-156.6737400000																															Water Bottle														as N	Nitrate + Nitrite	Filtered, field	28.62	ug/l		Final		Actual																																									353.4	USEPA	Determination of Nitrite and Nitrate		https://www.nemi.gov/methods/method_summary/7225/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160823:SR:WB:	Sample-Routine	Water		2016-08-23	08:47:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RWA					20.9044760000	-156.6859310000																															Water Bottle														as P	Total Phosphorus, mixed forms	Filtered, field	14.83	ug/l		Final		Actual																																									4500-P	APHA	4500 P ~ Phosphorus in  water and wastewater																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160728:SR:WB:	Sample-Routine	Water		2016-07-28	09:10:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-OPB					20.7938090000	-156.5752110000																															Water Bottle														as N	Ammonium	Filtered, field	4.39	ug/l		Final		Actual																																									350.1	USEPA	Ammonia Nitrogen by Colorimetry		https://www.nemi.gov/methods/method_summary/5405/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLT161102:FM:PS:TS:	Field Msr/Obs	Water		2016-11-02	09:17:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-PLT					20.8635600000	-156.6729700000																															Probe/Sensor	HACH CDC401														Salinity		33.7	ppt		Final		Actual																																									8160	HACH	Conductivity in Water by Direct Measurement																															STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RPO161213:SR:WB:	Sample-Routine	Water		2016-12-13	07:36:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RPO					20.9670830000	-156.6813900000																															Water Bottle															Silicate	Filtered, field	867.63	ug/l		Final		Actual																																									366	USEPA	Silicate by Colorimetry		https://www.nemi.gov/methods/method_summary/4661/																													STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB170124:FM:PS:PH:	Field Msr/Obs	Water		2017-01-24	08:29:00	HAST												HUI_PCHEM		HUIWAIOLA_WQX-RAB					20.9366690000	-156.6927800000																															Probe/Sensor	HACH PHC101														pH		8.16	None		Final		Actual																																									8156	HACH	pH in Water		https://www.nemi.gov/methods/method_summary/4724/																													STORET
