Organization ID	Monitoring Location ID	Monitoring Location Name	Activity ID	Activity Start Date	Activity Type	Media	Media Subdivision	Last Changed
HUIWAIOLA_WQX	KCP	Cove Park	KCP181204:SR:WB:	12-04-2018	Sample-Routine	Water		08-09-2021 8:03:03 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP181218:FM:PS:DO:	12-18-2018	Field Msr/Obs	Water		08-09-2021 8:03:07 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP181218:FM:PS:PH:	12-18-2018	Field Msr/Obs	Water		08-09-2021 8:03:07 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP181218:FM:PS:TS:	12-18-2018	Field Msr/Obs	Water		08-09-2021 8:03:07 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP181218:FM:WB:	12-18-2018	Field Msr/Obs	Water		08-09-2021 8:03:07 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP181218:SR:WB:	12-18-2018	Sample-Routine	Water		08-09-2021 8:03:07 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190115:FM:PS:DO:	01-15-2019	Field Msr/Obs	Water		08-09-2021 8:58:29 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190115:FM:PS:PH:	01-15-2019	Field Msr/Obs	Water		08-09-2021 8:58:29 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190115:FM:PS:TS:	01-15-2019	Field Msr/Obs	Water		08-09-2021 8:58:29 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190115:FM:WB:	01-15-2019	Field Msr/Obs	Water		08-09-2021 8:58:29 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190115:SR:WB:	01-15-2019	Sample-Routine	Water		08-09-2021 8:58:29 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190205:FM:PS:DO:	02-05-2019	Field Msr/Obs	Water		08-09-2021 8:58:37 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190205:FM:PS:PH:	02-05-2019	Field Msr/Obs	Water		08-09-2021 8:58:37 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190205:FM:PS:TS:	02-05-2019	Field Msr/Obs	Water		08-09-2021 8:58:37 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190205:FM:WB:	02-05-2019	Field Msr/Obs	Water		08-09-2021 8:58:37 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190205:SR:WB:	02-05-2019	Sample-Routine	Water		08-09-2021 8:58:37 AM
HUIWAIOLA_WQX	KCP	Cove Park	KCP190226:FM:PS:DO:	02-26-2019	Field Msr/Obs	Water		08-09-2021 8:58:43 AM
