OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	ActivityTypeCode	ActivityMediaName	ActivityMediaSubdivisionName	ActivityStartDate	ActivityStartTime/Time	ActivityStartTime/TimeZoneCode	ActivityEndDate	ActivityEndTime/Time	ActivityEndTime/TimeZoneCode	ActivityDepthHeightMeasure/MeasureValue	ActivityDepthHeightMeasure/MeasureUnitCode	ActivityDepthAltitudeReferencePointText	ActivityTopDepthHeightMeasure/MeasureValue	ActivityTopDepthHeightMeasure/MeasureUnitCode	ActivityBottomDepthHeightMeasure/MeasureValue	ActivityBottomDepthHeightMeasure/MeasureUnitCode	ProjectIdentifier	ActivityConductingOrganizationText	MonitoringLocationIdentifier	ActivityCommentText	SampleAquifer	HydrologicCondition	HydrologicEvent	SampleCollectionMethod/MethodIdentifier	SampleCollectionMethod/MethodIdentifierContext	SampleCollectionMethod/MethodName	SampleCollectionEquipmentName	ResultDetectionConditionText	CharacteristicName	ResultSampleFractionText	ResultMeasureValue	ResultMeasure/MeasureUnitCode	MeasureQualifierCode	ResultStatusIdentifier	StatisticalBaseCode	ResultValueTypeName	ResultWeightBasisText	ResultTimeBasisText	ResultTemperatureBasisText	ResultParticleSizeBasisText	PrecisionValue	ResultCommentText	USGSPCode	ResultDepthHeightMeasure/MeasureValue	ResultDepthHeightMeasure/MeasureUnitCode	ResultDepthAltitudeReferencePointText	SubjectTaxonomicName	SampleTissueAnatomyName	ResultAnalyticalMethod/MethodIdentifier	ResultAnalyticalMethod/MethodIdentifierContext	ResultAnalyticalMethod/MethodName	MethodDescriptionText	LaboratoryName	AnalysisStartDate	ResultLaboratoryCommentText	DetectionQuantitationLimitTypeName	DetectionQuantitationLimitMeasure/MeasureValue	DetectionQuantitationLimitMeasure/MeasureUnitCode	PreparationStartDate	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKV170915NH4	Sample-Routine	Water		2017-09-15	10:57:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKV					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	3.96	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT170329-N-1Si	Sample-Routine	Water		2017-03-29	09:10:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	497.534425353105	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB161115DO	Field Msr/Obs	Water		2016-11-15	08:49:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB										Dissolved oxygen (DO)		6.38	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO161117DO	Field Msr/Obs	Water		2016-11-17	08:05:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO										Dissolved oxygen (DO)		6.03	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB160630TB	Field Msr/Obs	Water		2016-06-30	08:50:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB										Turbidity		3.37	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS161115Si	Sample-Routine	Water		2016-11-15	08:06:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	232.94	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS161213TN	Sample-Routine	Water		2016-12-13	08:03:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	71.93	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF161130S	Field Msr/Obs	Water		2016-11-30	08:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF										Conductivity		34	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPM161201S	Field Msr/Obs	Water		2016-12-01	07:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPM										Conductivity		34.9	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM170126NH4	Sample-Routine	Water		2017-01-26	08:12:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	7.38	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OLP161214TB	Field Msr/Obs	Water		2016-12-14	09:54:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OLP										Turbidity		1.99	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPM160728TP	Sample-Routine	Water		2016-07-27	07:25:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	10.08	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS161115T	Field Msr/Obs	Water		2016-11-15	08:06:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS										Temperature, water		25.5	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OSF170104TB	Field Msr/Obs	Water		2017-01-04	10:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OSF										Turbidity		2.18	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB161115NNN	Sample-Routine	Water		2016-11-15	08:49:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	31.95	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA170103NH4	Sample-Routine	Water		2017-01-03	10:15:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle	Not Detected	Ammonia-nitrogen	Dissolved		ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/				Method Detection Level	1.5	ug/l		STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RKS170124DO	Field Msr/Obs	Water		2017-01-24	08:07:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RKS										Dissolved oxygen (DO)		7.01	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RAB161129S	Field Msr/Obs	Water		2016-11-29	07:41:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RAB										Conductivity		34.3	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF161130TP	Sample-Routine	Water		2016-11-30	08:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	9.69	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU160824NH4	Sample-Routine	Water		2016-08-24	09:13:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	3.45	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OSF160713DO	Field Msr/Obs	Water		2016-07-13	09:48:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OSF										Dissolved oxygen (DO)		6.98	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RCB160823PO4	Sample-Routine	Water		2016-08-23	08:28:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RCB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	7.2	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF160824TB	Field Msr/Obs	Water		2016-08-24	07:32:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF										Turbidity		4.43	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB160824Si	Sample-Routine	Water		2016-08-24	08:25:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	243.97	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RAB160906TP	Sample-Routine	Water		2016-09-06	08:10:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RAB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	15.44	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160908NNN	Sample-Routine	Water		2016-09-08	08:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	4.15	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB160630pH	Field Msr/Obs	Water		2016-06-30	08:50:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB										pH		8.1	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPP160714NNN	Sample-Routine	Water		2016-07-14	09:48:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	1.3	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA160809TB	Field Msr/Obs	Water		2016-08-09	08:52:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA										Turbidity		0.73	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPM160811TN	Sample-Routine	Water		2016-08-11	07:35:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	64.31	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160714NH4	Sample-Routine	Water		2016-07-14	08:37:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	3.08	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT160727TN	Sample-Routine	Water		2016-07-27	08:28:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	75.74	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPP160714T	Field Msr/Obs	Water		2016-07-14	09:48:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPP										Temperature, water		28.4	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT160727NNN	Sample-Routine	Water		2016-07-27	08:28:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	7.19	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA160726TP	Sample-Routine	Water		2016-07-26	08:59:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	15.67	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RWA161018NH4	Sample-Routine	Water		2016-10-18	08:57:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RWA					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	11.06	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH161005TN	Sample-Routine	Water		2016-10-05	08:48:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	72.92	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH161005S	Field Msr/Obs	Water		2016-10-05	08:48:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH										Conductivity		35.4	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO161004T	Field Msr/Obs	Water		2016-10-04	07:37:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO										Temperature, water		26.9	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPB160922TB	Field Msr/Obs	Water		2016-09-22	09:07:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPB										Turbidity		14.4	NTU		Final		Actual													180.1	USEPA	Turbidity by Nephelometry	https://www.nemi.gov/methods/method_summary/5217/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RAB161018PO4	Sample-Routine	Water		2016-10-18	08:22:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RAB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	7.1	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT161005NH4	Sample-Routine	Water		2016-10-05	09:10:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	13.89	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO161101DO	Field Msr/Obs	Water		2016-11-01	07:44:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO										Dissolved oxygen (DO)		6.34	mg/l		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO160922NNN	Sample-Routine	Water		2016-09-22	07:52:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	4.44	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160922S	Field Msr/Obs	Water		2016-09-22	08:21:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Conductivity		36.1	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OSF161102TP	Sample-Routine	Water		2016-11-02	10:17:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OSF					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphorus	Dissolved	9.3	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PFF160921TN	Sample-Routine	Water		2016-09-21	07:22:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PFF					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	79.95	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OCO161020T	Field Msr/Obs	Water		2016-10-20	07:40:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OCO										Temperature, water		25.7	deg C		Final		Actual													2550	APHA	Temperature of Water by Thermometer									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLH160615Si	Sample-Routine	Water		2016-06-15	08:28:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLH					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Silicate	Dissolved	169.92	ug/l		Final		Actual													366	USEPA	Silicate by Colorimetry	https://www.nemi.gov/methods/method_summary/4661/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OMM160630DOp	Field Msr/Obs	Water		2016-06-30	08:00:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OMM										Dissolved oxygen (DO)		92.7	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OUB160616pH	Field Msr/Obs	Water		2016-06-16	09:00:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-OUB										pH		8.06	None		Final		Actual													8156	HACH	pH in Water	https://www.nemi.gov/methods/method_summary/4724/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OUB160616NH4	Sample-Routine	Water		2016-06-16	09:00:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-OUB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Ammonia-nitrogen	Dissolved	1.79	ug/l		Final		Actual													350.1	USEPA	Ammonia Nitrogen by Colorimetry	https://www.nemi.gov/methods/method_summary/5405/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RPO170530DOp	Field Msr/Obs	Water		2017-05-30	07:40:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-RPO										Dissolved oxygen (DO)		100.9	%		Final		Actual													8157	HACH	Dissolved Oxygen in Water									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OUB170601TN	Sample-Routine	Water		2017-06-01	07:20:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-OUB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	63.06	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RAB170214TN	Sample-Routine	Water		2017-02-14	08:45:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RAB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrogen	Dissolved	95.15	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PLT170308S	Field Msr/Obs	Water		2017-03-08	09:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PLT										Conductivity		34.2	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-RAB170214NNN	Sample-Routine	Water		2017-02-14	08:45:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-RAB					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	23.45	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OPP170601NNN	Sample-Routine	Water		2017-06-01	07:20:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-OPP					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Nitrate	Dissolved	2.54	ug/l		Final		Actual													353.3	USEPA	Nitrate-Nitrite Nitrogen by Cd Reduction	https://www.nemi.gov/methods/method_summary/5251/								STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-OUB170309S	Field Msr/Obs	Water		2017-03-09	08:15:00	HAST											EPABEACH;HUI_PCHEM		HUIWAIOLA_WQX-OUB										Conductivity		34.5	ppt		Final		Actual													8160	HACH	Conductivity in Water by Direct Measurement									STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu	HUIWAIOLA_WQX-PPU170308PO4	Sample-Routine	Water		2017-03-08	09:24:00	HAST											HUI_PCHEM		HUIWAIOLA_WQX-PPU					1002	HUIWAIOLA_WQX	Knee Deep Grab Sample	Water Bottle		Phosphate-phosphorus	Dissolved	4.78	ug/l		Final		Actual													365.1	USEPA	Phosphorus by Colorimetry	https://www.nemi.gov/methods/method_summary/4823/								STORET
