Organization ID	Monitoring Location ID	Monitoring Location Name	Activity ID	Activity Start Date	Activity Type	Media	Media Subdivision	Result UID	Characteristic	Fraction	Statistic	Value	Unit	Value Type	Detection Condition	Biological Intent	Taxon Name	Status	Last Changed
HUIWAIOLA_WQX	PLH	Lindsey Hale	PLH160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974013	Nitrate + Nitrite	"Filtered, field"		8.71	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLH	Lindsey Hale	PLH160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974014	Ammonium	"Filtered, field"		11.90	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:FM:PS:TS:	08-10-2016	Field Msr/Obs	Water		864974015	"Temperature, water"			27.5	deg C	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:FM:PS:TS:	08-10-2016	Field Msr/Obs	Water		864974016	Salinity			35.1	ppt	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:FM:PS:DO:	08-10-2016	Field Msr/Obs	Water		864974017	Dissolved oxygen (DO)			5.74	mg/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:FM:PS:DO:	08-10-2016	Field Msr/Obs	Water		864974018	Dissolved oxygen saturation			88.1	%	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:FM:WB:	08-10-2016	Field Msr/Obs	Water		864974019	Turbidity			4.34	NTU	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:FM:PS:PH:	08-10-2016	Field Msr/Obs	Water		864974020	pH			8.04	None	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974021	"Total Nitrogen, mixed forms"	"Filtered, field"		72.34	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974022	"Total Phosphorus, mixed forms"	"Filtered, field"		14.43	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974023	Orthophosphate	"Filtered, field"		5.83	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974024	Silicate	"Filtered, field"		349.50	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974025	Nitrate + Nitrite	"Filtered, field"		13.55	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	PLT	Lahaina Town	PLT160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974026	Ammonium	"Filtered, field"		5.49	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:FM:PS:TS:	08-10-2016	Field Msr/Obs	Water		864974027	"Temperature, water"			28.2	deg C	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:FM:PS:TS:	08-10-2016	Field Msr/Obs	Water		864974028	Salinity			35.8	ppt	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:FM:PS:DO:	08-10-2016	Field Msr/Obs	Water		864974029	Dissolved oxygen (DO)			6.57	mg/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:FM:PS:DO:	08-10-2016	Field Msr/Obs	Water		864974030	Dissolved oxygen saturation			102.2	%	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:FM:WB:	08-10-2016	Field Msr/Obs	Water		864974031	Turbidity			4.02	NTU	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:FM:PS:PH:	08-10-2016	Field Msr/Obs	Water		864974032	pH			8.10	None	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974033	"Total Nitrogen, mixed forms"	"Filtered, field"		55.04	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974034	"Total Phosphorus, mixed forms"	"Filtered, field"		11.77	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974035	Orthophosphate	"Filtered, field"		4.62	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974036	Silicate	"Filtered, field"		116.02	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974037	Nitrate + Nitrite	"Filtered, field"		3.03	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OLP	Launiupoko	OLP160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974038	Ammonium	"Filtered, field"				Actual	Below Method Detection Limit			Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:FM:PS:TS:	08-10-2016	Field Msr/Obs	Water		864974039	"Temperature, water"			27.9	deg C	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:FM:PS:TS:	08-10-2016	Field Msr/Obs	Water		864974040	Salinity			35.8	ppt	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:FM:PS:DO:	08-10-2016	Field Msr/Obs	Water		864974041	Dissolved oxygen (DO)			6.78	mg/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:FM:PS:DO:	08-10-2016	Field Msr/Obs	Water		864974042	Dissolved oxygen saturation			105.1	%	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:FM:WB:	08-10-2016	Field Msr/Obs	Water		864974043	Turbidity			1.45	NTU	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:FM:PS:PH:	08-10-2016	Field Msr/Obs	Water		864974044	pH			8.07	None	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974045	"Total Nitrogen, mixed forms"	"Filtered, field"		54.70	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974046	"Total Phosphorus, mixed forms"	"Filtered, field"		11.68	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974047	Orthophosphate	"Filtered, field"		4.27	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974048	Silicate	"Filtered, field"		76.48	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974049	Nitrate + Nitrite	"Filtered, field"		4.77	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OSF	Olowalu Shore Front	OSF160810:SR:WB:	08-10-2016	Sample-Routine	Water		864974050	Ammonium	"Filtered, field"		3.61	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974051	"Temperature, water"			26.6	deg C	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974052	Salinity			35.2	ppt	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974053	Dissolved oxygen (DO)			5.41	mg/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974054	Dissolved oxygen saturation			81.9	%	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:FM:WB:	08-11-2016	Field Msr/Obs	Water		864974055	Turbidity			1.65	NTU	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:FM:PS:PH:	08-11-2016	Field Msr/Obs	Water		864974056	pH			7.96	None	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974057	"Total Nitrogen, mixed forms"	"Filtered, field"		64.31	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974058	"Total Phosphorus, mixed forms"	"Filtered, field"		12.65	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974059	Orthophosphate	"Filtered, field"		4.43	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974060	Silicate	"Filtered, field"		187.55	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974061	Nitrate + Nitrite	"Filtered, field"		4.51	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OPM	Peter Martin Hale	OPM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974062	Ammonium	"Filtered, field"		1.77	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974063	"Temperature, water"			27.2	deg C	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974064	Salinity			35.6	ppt	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974065	Dissolved oxygen (DO)			6.18	mg/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974066	Dissolved oxygen saturation			94.7	%	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:FM:WB:	08-11-2016	Field Msr/Obs	Water		864974067	Turbidity			3.28	NTU	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:FM:PS:PH:	08-11-2016	Field Msr/Obs	Water		864974068	pH			8.06	None	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974069	"Total Nitrogen, mixed forms"	"Filtered, field"		48.57	ug/l	Actual				Final	11-27-2020 3:30:55 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974070	"Total Phosphorus, mixed forms"	"Filtered, field"		13.29	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974071	Orthophosphate	"Filtered, field"		3.89	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974072	Silicate	"Filtered, field"		256.82	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974073	Nitrate + Nitrite	"Filtered, field"		2.44	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OCO	Camp Olowalu	OCO160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974074	Ammonium	"Filtered, field"		1.55	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974075	"Temperature, water"			26.6	deg C	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974076	Salinity			35.4	ppt	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974077	Dissolved oxygen (DO)			6.12	mg/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974078	Dissolved oxygen saturation			92.7	%	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:FM:WB:	08-11-2016	Field Msr/Obs	Water		864974079	Turbidity			5.87	NTU	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:FM:PS:PH:	08-11-2016	Field Msr/Obs	Water		864974080	pH			8.04	None	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974081	"Total Nitrogen, mixed forms"	"Filtered, field"		74.31	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974082	"Total Phosphorus, mixed forms"	"Filtered, field"		12.79	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974083	Orthophosphate	"Filtered, field"		5.42	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974084	Silicate	"Filtered, field"		302.71	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974085	Nitrate + Nitrite	"Filtered, field"		3.50	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OMM	Mile Marker 14	OMM160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974086	Ammonium	"Filtered, field"		3.26	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974087	"Temperature, water"			27.2	deg C	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974088	Salinity			35.5	ppt	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974089	Dissolved oxygen (DO)			6.66	mg/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974090	Dissolved oxygen saturation			102.0	%	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:FM:WB:	08-11-2016	Field Msr/Obs	Water		864974091	Turbidity			10.63	NTU	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:FM:PS:PH:	08-11-2016	Field Msr/Obs	Water		864974092	pH			8.08	None	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974093	"Total Nitrogen, mixed forms"	"Filtered, field"		54.10	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974094	"Total Phosphorus, mixed forms"	"Filtered, field"		13.20	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974095	Orthophosphate	"Filtered, field"		3.98	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974096	Silicate	"Filtered, field"		66.18	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974097	Nitrate + Nitrite	"Filtered, field"		3.16	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OUB	Ukumehame Beach	OUB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974098	Ammonium	"Filtered, field"		1.92	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974099	"Temperature, water"			27.4	deg C	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974100	Salinity			35.7	ppt	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974101	Dissolved oxygen (DO)			6.89	mg/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974102	Dissolved oxygen saturation			106.0	%	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:FM:WB:	08-11-2016	Field Msr/Obs	Water		864974103	Turbidity			3.81	NTU	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:FM:PS:PH:	08-11-2016	Field Msr/Obs	Water		864974104	pH			8.14	None	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974105	"Total Nitrogen, mixed forms"	"Filtered, field"		51.97	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974106	"Total Phosphorus, mixed forms"	"Filtered, field"		9.41	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974107	Orthophosphate	"Filtered, field"		2.49	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974108	Silicate	"Filtered, field"		61.77	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974109	Nitrate + Nitrite	"Filtered, field"		2.73	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPB	Papalaua	OPB160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974110	Ammonium	"Filtered, field"				Actual	Below Method Detection Limit			Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974111	"Temperature, water"			27.3	deg C	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:FM:PS:TS:	08-11-2016	Field Msr/Obs	Water		864974112	Salinity			35.3	ppt	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974113	Dissolved oxygen (DO)			7.17	mg/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:FM:PS:DO:	08-11-2016	Field Msr/Obs	Water		864974114	Dissolved oxygen saturation			109.9	%	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:FM:WB:	08-11-2016	Field Msr/Obs	Water		864974115	Turbidity			2.33	NTU	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:FM:PS:PH:	08-11-2016	Field Msr/Obs	Water		864974116	pH			8.14	None	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974117	"Total Nitrogen, mixed forms"	"Filtered, field"		50.55	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974118	"Total Phosphorus, mixed forms"	"Filtered, field"		8.52	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974119	Orthophosphate	"Filtered, field"		4.06	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974120	Silicate	"Filtered, field"		180.81	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974121	Nitrate + Nitrite	"Filtered, field"		3.06	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	OPP	Papalaua Pali	OPP160811:SR:WB:	08-11-2016	Sample-Routine	Water		864974122	Ammonium	"Filtered, field"				Actual	Below Method Detection Limit			Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:FM:PS:TS:	08-23-2016	Field Msr/Obs	Water		864974123	"Temperature, water"			27.1	deg C	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:FM:PS:TS:	08-23-2016	Field Msr/Obs	Water		864974124	Salinity			34.5	ppt	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:FM:PS:DO:	08-23-2016	Field Msr/Obs	Water		864974125	Dissolved oxygen (DO)			5.90	mg/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:FM:PS:DO:	08-23-2016	Field Msr/Obs	Water		864974126	Dissolved oxygen saturation			90.2	%	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:FM:WB:	08-23-2016	Field Msr/Obs	Water		864974127	Turbidity			3.98	NTU	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:FM:PS:PH:	08-23-2016	Field Msr/Obs	Water		864974128	pH			7.86	None	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:SR:WB:	08-23-2016	Sample-Routine	Water		864974129	"Total Nitrogen, mixed forms"	"Filtered, field"		180.79	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:SR:WB:	08-23-2016	Sample-Routine	Water		864974130	"Total Phosphorus, mixed forms"	"Filtered, field"		18.64	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:SR:WB:	08-23-2016	Sample-Routine	Water		864974131	Orthophosphate	"Filtered, field"		14.45	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:SR:WB:	08-23-2016	Sample-Routine	Water		864974132	Silicate	"Filtered, field"		710.64	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:SR:WB:	08-23-2016	Sample-Routine	Water		864974133	Nitrate + Nitrite	"Filtered, field"		126.76	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RPO	Pohaku	RPO160823:SR:WB:	08-23-2016	Sample-Routine	Water		864974134	Ammonium	"Filtered, field"		5.05	ug/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RKS	Kaanapali Shores	RKS160823:FM:PS:TS:	08-23-2016	Field Msr/Obs	Water		864974135	"Temperature, water"			26.6	deg C	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RKS	Kaanapali Shores	RKS160823:FM:PS:TS:	08-23-2016	Field Msr/Obs	Water		864974136	Salinity			26.7	ppt	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RKS	Kaanapali Shores	RKS160823:FM:PS:DO:	08-23-2016	Field Msr/Obs	Water		864974137	Dissolved oxygen (DO)			6.36	mg/l	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RKS	Kaanapali Shores	RKS160823:FM:PS:DO:	08-23-2016	Field Msr/Obs	Water		864974138	Dissolved oxygen saturation			92.5	%	Actual				Final	11-27-2020 3:30:56 PM
HUIWAIOLA_WQX	RKS	Kaanapali Shores	RKS160823:FM:WB:	08-23-2016	Field Msr/Obs	Water		864974139	Turbidity			10.63	NTU	Actual				Final	11-27-2020 3:30:56 PM
